CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
50137812,Worldwide Beer Garden,Manhattan,322,WEST   50 STREET,10019,6463394127,Mexican,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,53,N
50118166,CAFE SPAGHETTI,Brooklyn,126,UNION STREET,11231,9174009498,Italian,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,67,
50135293,MOTEL NO TELL,Manhattan,210,AVENUE A,10009,9176206000,Italian,8/29/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,23,N
50112356,QUESADILLAS DONA MATY,Manhattan,228,EAST  116 STREET,10029,6467896237,Mexican,8/29/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,65,N
50125305,JIBEICHUAN FISH MAW RICE NOODLES,Queens,3810,PRINCE ST,11354,3477329798,Chinese,8/29/23,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",Not Critical,30,N
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188221040,Hamburgers,8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A
40904478,LOVELY DAY,Manhattan,196,ELIZABETH STREET,10012,2129253310,Thai,8/29/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23,
50012215,SKY CAFE,Queens,86-20,WHITNEY AVENUE,11373,6462671767,Indonesian,8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,Z
50113340,JUICERY HARLEM,Manhattan,370,LENOX AVENUE,10027,6464845197,"Juice, Smoothies, Fruit Salads",8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,Z
50130882,JUST SALAD,Brooklyn,461,DEAN STREET,11217,5165082187,Salads,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,42,N
50131390,MASALA KITCHEN AND LOUNGE,Queens,7104,GRAND AVE,11378,3478080101,Indian,8/29/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,31,Z
50090445,GRAND SICHUAN,Queens,98108,QUEENS BLVD,11374,7182688833,Chinese,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7,A
50106100,Root JuIcery of Harlem,Manhattan,2073,FRDRCK DGLS BLVD,,9149208866,"Juice, Smoothies, Fruit Salads",8/29/23,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,50,N
50132532,NO.5 RESTAURANT,Brooklyn,968,58 STREET,11219,3475784658,Chinese,8/29/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,24,Z
50118166,CAFE SPAGHETTI,Brooklyn,126,UNION STREET,11231,9174009498,Italian,8/29/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,67,
50120310,VIVA CUCINA,Manhattan,85,2 AVENUE,10003,9172266972,Italian,8/29/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,19,N
50131066,SURAM,Manhattan,483,10 AVENUE,10018,9173593432,Japanese,8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A
50128548,VANILLA GORILLA CAFE,Manhattan,525,8 AVENUE,10018,6466313660,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A
50139134,KATSU SUSHI,Manhattan,42,WEST   38 STREET,10018,9083000388,Japanese,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A
50132532,NO.5 RESTAURANT,Brooklyn,968,58 STREET,11219,3475784658,Chinese,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,24,Z
41072888,ROSELLA'S PIZZERIA,Manhattan,164,WILLIAM STREET,10038,2126128260,Pizza,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,Z
50075224,SWEET CHICK,Queens,4642,VERNON BLVD,11101,7184334064,American,8/29/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,25,
50140913,CHASHNI,Brooklyn,1061,CONEY ISLAND AVENUE,11230,3472163066,Other,8/29/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,86,N
50131681,FUJI JAPANESE CUISINE,Queens,11327,QUEENS BLVD,11375,6463590300,Japanese,8/29/23,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,
50129736,DUMO51 RESTAURANT ROOF TOP,Manhattan,25,WEST   51 STREET,10019,6463988098,Italian,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A
50119755,BOBA GUYS,Manhattan,145,GREENE STREET,10012,6612447092,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,29,
50018473,PRESTIGE,Queens,9133,63RD DR,11374,7182752209,Jewish/Kosher,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,10,A
50041812,SWEETGREEN,Manhattan,8,EAST   18 STREET,10003,6466923131,Salads,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A
50114353,QUESADILLAS DONA MATY,Manhattan,158,EAST  116 STREET,10029,6467896237,Mexican,8/29/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,71,N
50126421,BLANK STREET COFFEE,Brooklyn,75,LAFAYETTE AVENUE,11217,3477279842,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
50114353,QUESADILLAS DONA MATY,Manhattan,158,EAST  116 STREET,10029,6467896237,Mexican,8/29/23,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,71,N
50114353,QUESADILLAS DONA MATY,Manhattan,158,EAST  116 STREET,10029,6467896237,Mexican,8/29/23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,71,N
50059954,CAFFE BENE,Manhattan,378,CANAL STREET,10013,9179637779,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,
41023740,JOHNY'S LUNCHEONETTE,Manhattan,124,WEST   25 STREET,10001,2122436230,American,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,19,
50135293,MOTEL NO TELL,Manhattan,210,AVENUE A,10009,9176206000,Italian,8/29/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23,N
50133024,MEI LAI WAH,Manhattan,62,BAYARD STREET,10013,6467255776,Chinese,8/29/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,N
50074189,THE GRANDADDY,Manhattan,290,GRAND STREET,10002,9173882233,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A
41635390,DON ALEX RESTAURANT,Queens,9705,64 AVENUE,11374,3479922606,Peruvian,8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,Z
50113340,JUICERY HARLEM,Manhattan,370,LENOX AVENUE,10027,6464845197,"Juice, Smoothies, Fruit Salads",8/29/23,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,
50097584,HUDSON CRAB & 'CUE,Manhattan,348,DYCKMAN STREET,10034,6466635886,American,8/29/23,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23,N
50131681,FUJI JAPANESE CUISINE,Queens,11327,QUEENS BLVD,11375,6463590300,Japanese,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,21,N
50118284,HALAL MUNCHIES,Queens,7845,SPRINGFIELD BLVD,11364,3475027393,Afghan,8/29/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,37,
50118166,CAFE SPAGHETTI,Brooklyn,126,UNION STREET,11231,9174009498,Italian,8/29/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,67,
50112356,QUESADILLAS DONA MATY,Manhattan,228,EAST  116 STREET,10029,6467896237,Mexican,8/29/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,65,N
50041812,SWEETGREEN,Manhattan,8,EAST   18 STREET,10003,6466923131,Salads,8/29/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,8,A
50114353,QUESADILLAS DONA MATY,Manhattan,158,EAST  116 STREET,10029,6467896237,Mexican,8/29/23,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,71,N
50131503,SPICY MOON,Manhattan,265,BOWERY,10002,9174743553,Other,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23,N
50141014,LEE CHINESE RESTAURANT,Brooklyn,1884,FULTON STREET,11233,7189534190,Chinese,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32,N
50137300,BARK BARBECUE,Brooklyn,55,WATER STREET,11201,3478815799,Spanish,8/29/23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,60,N
50136388,JINGLIN BABY'S,Brooklyn,589,FLATBUSH AVENUE,11225,6462702807,Caribbean,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,N
50125305,JIBEICHUAN FISH MAW RICE NOODLES,Queens,3810,PRINCE ST,11354,3477329798,Chinese,8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,N
50125305,JIBEICHUAN FISH MAW RICE NOODLES,Queens,3810,PRINCE ST,11354,3477329798,Chinese,8/29/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,30,N
50011368,BURGER AND PIZZA HEIGHTS,Manhattan,177,WADSWORTH AVENUE,10033,2129511984,American,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
50137812,Worldwide Beer Garden,Manhattan,322,WEST   50 STREET,10019,6463394127,Mexican,8/29/23,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,53,N
50140185,KENNEDY CHICKEN AND GRILL,Manhattan,1550,SAINT NICHOLAS AVENUE,10040,6467144984,Chicken,8/29/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,17,N
50136388,JINGLIN BABY'S,Brooklyn,589,FLATBUSH AVENUE,11225,6462702807,Caribbean,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,N
40369418,CAFFE REGGIO,Manhattan,119,MAC DOUGAL STREET,10012,2124759557,Italian,8/29/23,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,
50012215,SKY CAFE,Queens,86-20,WHITNEY AVENUE,11373,6462671767,Indonesian,8/29/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,24,Z
50141014,LEE CHINESE RESTAURANT,Brooklyn,1884,FULTON STREET,11233,7189534190,Chinese,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,32,N
50125305,JIBEICHUAN FISH MAW RICE NOODLES,Queens,3810,PRINCE ST,11354,3477329798,Chinese,8/29/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30,N
50133024,MEI LAI WAH,Manhattan,62,BAYARD STREET,10013,6467255776,Chinese,8/29/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,36,N
50136072,Ovenly,Brooklyn,276,COURT STREET,11231,8888992213,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,29,N
50134452,PHOBAR,Brooklyn,80,6 AVENUE,11217,6465338876,Southeast Asian,8/29/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,13,A
50140679,CHICKEN AND FRIES,Queens,21305,NORTHERN BLVD,11361,6467148884,American,8/29/23,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,
50059954,CAFFE BENE,Manhattan,378,CANAL STREET,10013,9179637779,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,19-10,Failure to display required signage about plastic straw availability,Not Critical,,
41072888,ROSELLA'S PIZZERIA,Manhattan,164,WILLIAM STREET,10038,2126128260,Pizza,8/29/23,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,
41072888,ROSELLA'S PIZZERIA,Manhattan,164,WILLIAM STREET,10038,2126128260,Pizza,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,Z
50138107,IRIS TEA & BAKERY,Queens,3907,PRINCE ST,11354,6462628698,Bakery Products/Desserts,8/29/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32,N
41682237,"DUNKIN',' BASKIN ROBBINS",Queens,8111,BROADWAY,11373,7183961765,American,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A
50123720,VANILLA GORILLA CAFE,Manhattan,64,WEST   15 STREET,10011,7187843626,Sandwiches/Salads/Mixed Buffet,8/29/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,40,N
50137300,BARK BARBECUE,Brooklyn,55,WATER STREET,11201,3478815799,Spanish,8/29/23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02C,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,Critical,60,N
50012215,SKY CAFE,Queens,86-20,WHITNEY AVENUE,11373,6462671767,Indonesian,8/29/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,24,Z
50131390,MASALA KITCHEN AND LOUNGE,Queens,7104,GRAND AVE,11378,3478080101,Indian,8/29/23,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,
50138107,IRIS TEA & BAKERY,Queens,3907,PRINCE ST,11354,6462628698,Bakery Products/Desserts,8/29/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,32,N
41072888,ROSELLA'S PIZZERIA,Manhattan,164,WILLIAM STREET,10038,2126128260,Pizza,8/29/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,26,Z
40369418,CAFFE REGGIO,Manhattan,119,MAC DOUGAL STREET,10012,2124759557,Italian,8/29/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A
50140185,KENNEDY CHICKEN AND GRILL,Manhattan,1550,SAINT NICHOLAS AVENUE,10040,6467144984,Chicken,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,N
41306211,NO HO JUICE BAR & DELI,Manhattan,208,MERCER STREET,10012,2127775070,Sandwiches,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A
50119755,BOBA GUYS,Manhattan,145,GREENE STREET,10012,6612447092,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,29,
50131681,FUJI JAPANESE CUISINE,Queens,11327,QUEENS BLVD,11375,6463590300,Japanese,8/29/23,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,
50112799,GONG CHA,Queens,88-01,QUEENS BOULEVARD,11373,7187372900,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13,A
50059954,CAFFE BENE,Manhattan,378,CANAL STREET,10013,9179637779,Coffee/Tea,8/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A
50131670,LUCKY MR WONTON CHINESE RESTAURANT,Queens,4411,QUEENS BLVD,11104,3478216858,Chinese,8/29/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,42,N
50136388,JINGLIN BABY'S,Brooklyn,589,FLATBUSH AVENUE,11225,6462702807,Caribbean,8/29/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,26,N
40904478,LOVELY DAY,Manhattan,196,ELIZABETH STREET,10012,2129253310,Thai,8/29/23,Violations were cited in the following area(s).,19-07,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",Not Critical,,
50011368,BURGER AND PIZZA HEIGHTS,Manhattan,177,WADSWORTH AVENUE,10033,2129511984,American,8/29/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,10,A
41023740,JOHNY'S LUNCHEONETTE,Manhattan,124,WEST   25 STREET,10001,2122436230,American,8/29/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,19,
40904478,LOVELY DAY,Manhattan,196,ELIZABETH STREET,10012,2129253310,Thai,8/29/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23,
40393395,COURT SQUARE DINER,Queens,45-30,23 STREET,11101,7183921222,American,8/29/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,
41635390,DON ALEX RESTAURANT,Queens,9705,64 AVENUE,11374,3479922606,Peruvian,8/29/23,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,25,Z
