CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50013019,STARBUCKS,Brooklyn,405,UNION AVENUE,11211,2126159700,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.71253101,-73.95138658,301,34,051300,3335754,3023720001,BK73,
50143929,Jersey Mikes Subs,Staten Island,2714,HYLAN BOULEVARD,10306,7186190365,Sandwiches,8/29/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,21,,,9/5/25,Cycle Inspection / Initial Inspection,40.56625909,-74.11397264,502,50,012806,5107587,5039830013,SI25,
50135489,WOW CAFE,Brooklyn,12,BRIGHTON   11 STREET,11235,9292313131,Eastern European,8/29/25,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,85,,,9/5/25,Cycle Inspection / Initial Inspection,40.58191438,-73.9563133,313,48,061004,3245361,3087070375,BK19,
50106165,DAVID'S BRISKET HOUSE,Brooklyn,533,NOSTRAND AVENUE,11216,7187891155,Sandwiches,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.67921145,-73.9496119,303,36,024700,3053943,3018670010,BK61,
50087362,ACAI SOBOL BOWLS,Staten Island,284,NEW DORP LANE,10306,7186676265,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.57208468,-74.11281637,502,50,013400,5057560,5042190052,SI45,
50008834,DUNKIN,Bronx,1592,WESTCHESTER AVENUE,10472,7324062445,Donuts,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.82912083,-73.87584424,209,18,004800,2023991,2037430045,BX55,
50150729,KENNEDY FRIED CHICKEN,Manhattan,197,MADISON STREET,10002,3474384328,Other,8/29/25,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,,,9/5/25,Trans Fat / Initial Inspection,40.71261776,-73.99036171,103,01,000600,1003253,1002730020,MN28,
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691,3479541209,Spanish,8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,60,,,9/5/25,Cycle Inspection / Initial Inspection,40.60295894,-73.75317003,414,31,101001,4298257,4155610013,QN15,
50151373,QUEENS COFFEE SHOP BAR RESTAURANT,Queens,10845,ROOSEVELT AVE,11368,3474197940,Latin American,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,61,N,,9/5/25,Cycle Inspection / Initial Inspection,40.75086129,-73.85828379,403,21,040100,4044834,4017800065,QN26,
50140498,EVEN HOTEL KITCHEN & BAR,Brooklyn,46,NEVINS STREET,11217,7185523804,American,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,40,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.68741971,-73.98176199,302,33,003700,3413739,3001660040,BK38,
50122820,CENTRO PIZZA BAR,Queens,4723,VERNON BLVD,11101,7183611965,Pizza,8/29/25,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,26,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.74493653,-73.95335134,402,26,000700,4000304,4000460002,QN31,
50131116,NAPA IN THE HEIGHTS,Manhattan,4927,BROADWAY,10034,9175290966,Latin American,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.86750796,-73.92173718,112,10,029500,1064984,1022410024,MN01,
50112118,BLUE MOUNTAIN REST & BAKERY,Brooklyn,959,FLATBUSH AVENUE,11226,7182822968,Caribbean,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.64814401,-73.95819771,314,40,079400,3117365,3051090004,BK95,
50016265,ADORO LEI,Manhattan,287,HUDSON STREET,10013,6466665096,Pizza,8/29/25,Establishment re-opened by DOHMH.,,,Not Applicable,0,Z,8/29/25,9/5/25,Cycle Inspection / Reopening Inspection,40.72543872,-74.0076378,102,03,003700,1010311,1005940081,MN24,
50151954,KERRION K'S JAMAICAN RESTAURANT,Queens,14411,243RD ST,11422,5163018761,Caribbean,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.66018219,-73.7394377,413,31,065400,4288433,4135690031,QN05,
50103792,MISSION BUENA NUTRICION,Queens,3253,103RD ST,11369,3478133899,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27,,,9/5/25,Cycle Inspection / Initial Inspection,40.75850629,-73.86582245,403,21,036500,4437198,4016980050,QN27,
50041720,GRILL 21,Manhattan,346,EAST   21 STREET,10010,2124735950,Filipino,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,65,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.73576027,-73.97988316,106,02,006400,1020542,1009267501,MN21,
41671103,ALFIE'S,Manhattan,800,9 AVENUE,10019,2127572390,Irish,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,31,,,9/5/25,Cycle Inspection / Initial Inspection,40.76544869,-73.98750212,104,03,013300,1025389,1010440001,MN15,
50104853,KARAMELO BAR & KITCHEN,Manhattan,141,NAGLE AVENUE,10040,3478438268,Latin American,8/29/25,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,40,N,,9/5/25,Cycle Inspection / Initial Inspection,40.86102516,-73.92627471,112,10,028300,1064153,1021730025,MN35,
50104853,KARAMELO BAR & KITCHEN,Manhattan,141,NAGLE AVENUE,10040,3478438268,Latin American,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,40,N,,9/5/25,Cycle Inspection / Initial Inspection,40.86102516,-73.92627471,112,10,028300,1064153,1021730025,MN35,
50135489,WOW CAFE,Brooklyn,12,BRIGHTON   11 STREET,11235,9292313131,Eastern European,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,85,,,9/5/25,Cycle Inspection / Initial Inspection,40.58191438,-73.9563133,313,48,061004,3245361,3087070375,BK19,
50122820,CENTRO PIZZA BAR,Queens,4723,VERNON BLVD,11101,7183611965,Pizza,8/29/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.74493653,-73.95335134,402,26,000700,4000304,4000460002,QN31,
50104853,KARAMELO BAR & KITCHEN,Manhattan,141,NAGLE AVENUE,10040,3478438268,Latin American,8/29/25,Violations were cited in the following area(s).,15-21,"Flavored tobacco products sold, offered for sale",Not Applicable,,,,9/5/25,Smoke-Free Air Act / Initial Inspection,40.86102516,-73.92627471,112,10,028300,1064153,1021730025,MN35,
50125790,UNDER PRESSURE,Queens,3019,31ST AVE,11106,3472330318,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.76462001,-73.92402453,401,22,006300,4007606,4005910020,QN70,
50094762,ZHONG ZHONG NOODLES,Manhattan,568,MAIN STREET,10044,6468700005,Chinese,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,45,,,9/5/25,Cycle Inspection / Initial Inspection,40.76255072,-73.94938616,108,05,023801,1089341,1013730030,MN31,
41348416,JAYSE CATERING,Brooklyn,261,HURON STREET,11222,9172027252,American,8/29/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,25,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.7334293,-73.95053776,301,33,057900,3064224,3025240039,BK76,
50103792,MISSION BUENA NUTRICION,Queens,3253,103RD ST,11369,3478133899,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.75850629,-73.86582245,403,21,036500,4437198,4016980050,QN27,
50140498,EVEN HOTEL KITCHEN & BAR,Brooklyn,46,NEVINS STREET,11217,7185523804,American,8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,40,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.68741971,-73.98176199,302,33,003700,3413739,3001660040,BK38,
50149200,YANG KEE'S NO. 1 CHINESE KITCHEN,Queens,7501,101ST AVE,11416,7188488922,Chinese,8/29/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.67966393,-73.86218885,409,32,004200,4187910,4090470041,QN53,
50103792,MISSION BUENA NUTRICION,Queens,3253,103RD ST,11369,3478133899,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,27,,,9/5/25,Cycle Inspection / Initial Inspection,40.75850629,-73.86582245,403,21,036500,4437198,4016980050,QN27,
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691,3479541209,Spanish,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,60,,,9/5/25,Cycle Inspection / Initial Inspection,40.60295894,-73.75317003,414,31,101001,4298257,4155610013,QN15,
50117851,CAFE VALDEZ,Queens,4015,JUNCTION BLVD,11368,7188694236,Latin American,8/29/25,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.7486399,-73.86909781,404,21,037500,4040220,4016050064,QN26,
50150729,KENNEDY FRIED CHICKEN,Manhattan,197,MADISON STREET,10002,3474384328,Other,8/29/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,N,,9/5/25,Cycle Inspection / Initial Inspection,40.71261776,-73.99036171,103,01,000600,1003253,1002730020,MN28,
50109514,THE OAKLEAF,Bronx,4280,KATONAH AVENUE,10470,9146186597,Irish,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,31,,,9/5/25,Cycle Inspection / Initial Inspection,40.89797655,-73.86725439,212,11,045101,2019373,2033840005,BX62,
50151373,QUEENS COFFEE SHOP BAR RESTAURANT,Queens,10845,ROOSEVELT AVE,11368,3474197940,Latin American,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,61,N,,9/5/25,Cycle Inspection / Initial Inspection,40.75086129,-73.85828379,403,21,040100,4044834,4017800065,QN26,
50142276,PANERA BREAD,Bronx,340,BAYCHESTER AVENUE,10475,7188622585,Sandwiches,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.86777303,-73.83124571,210,12,046201,2102454,2051410035,BX13,
50146901,TRU BY HILTON HOTEL,Brooklyn,529,PRESIDENT STREET,11215,8482481706,American,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.67749511,-73.98530145,306,39,011900,3007376,3004410053,BK37,
50131116,NAPA IN THE HEIGHTS,Manhattan,4927,BROADWAY,10034,9175290966,Latin American,8/29/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,23,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.86750796,-73.92173718,112,10,029500,1064984,1022410024,MN01,
50144941,WINGSTOP,Staten Island,2626,HYLAN BOULEVARD,10306,3478999464,Chicken,8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.56810816,-74.11211856,502,50,012804,5055377,5039690001,SI45,
50117851,CAFE VALDEZ,Queens,4015,JUNCTION BLVD,11368,7188694236,Latin American,8/29/25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.7486399,-73.86909781,404,21,037500,4040220,4016050064,QN26,
50112561,DUNKIN'/BASKIN ROBBINS,Manhattan,65,EAST   34 STREET,10016,6469749114,Donuts,8/29/25,Violations were cited in the following area(s).,19-07,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.74743687,-73.98217497,106,02,007400,1017105,1008640035,MN17,
41348416,JAYSE CATERING,Brooklyn,261,HURON STREET,11222,9172027252,American,8/29/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,25,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.7334293,-73.95053776,301,33,057900,3064224,3025240039,BK76,
41658283,OPERA CAFE LOUNGE,Brooklyn,2255,EMMONS AVENUE,11235,7186762992,Turkish,8/29/25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.58368249,-73.94469084,315,48,060800,3342943,3087830064,BK17,
50075759,TACO BELL CANTINA,Brooklyn,491,NOSTRAND AVENUE,11216,7184844279,Tex-Mex,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.68055637,-73.94958564,303,36,024900,3053259,3018490056,BK75,
50171177,BK PIZZA,Brooklyn,190,EAST   98 STREET,11212,3476238965,Other,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,19,N,,9/5/25,Pre-permit (Operational) / Initial Inspection,40.66263284,-73.92032044,317,41,089200,3100736,3046330013,BK81,
50094762,ZHONG ZHONG NOODLES,Manhattan,568,MAIN STREET,10044,6468700005,Chinese,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,45,,,9/5/25,Cycle Inspection / Initial Inspection,40.76255072,-73.94938616,108,05,023801,1089341,1013730030,MN31,
50107480,KENNEDY FRIED CHICKEN,Bronx,1572,EAST  174 STREET,10472,8628129262,Chicken,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.83382994,-73.87758809,209,17,005600,2028041,2038860001,BX08,
50151373,QUEENS COFFEE SHOP BAR RESTAURANT,Queens,10845,ROOSEVELT AVE,11368,3474197940,Latin American,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,61,N,,9/5/25,Cycle Inspection / Initial Inspection,40.75086129,-73.85828379,403,21,040100,4044834,4017800065,QN26,
50135489,WOW CAFE,Brooklyn,12,BRIGHTON   11 STREET,11235,9292313131,Eastern European,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,85,,,9/5/25,Cycle Inspection / Initial Inspection,40.58191438,-73.9563133,313,48,061004,3245361,3087070375,BK19,
50041720,GRILL 21,Manhattan,346,EAST   21 STREET,10010,2124735950,Filipino,8/29/25,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,65,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.73576027,-73.97988316,106,02,006400,1020542,1009267501,MN21,
50145076,STARBUCKS-BAYPLAZA MALL,Bronx,200,BAYCHESTER AVENUE,10475,7326962201,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.86590541,-73.83042975,210,12,046201,2120098,2051410006,BX13,
50138117,BOITHAK KHANA KITCHEN & SWEETS,Brooklyn,1102,LIBERTY AVENUE,11208,7186298242,Bangladeshi,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,47,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.67846378,-73.86862319,305,37,118800,3094359,3042010018,BK83,
50112561,DUNKIN'/BASKIN ROBBINS,Manhattan,65,EAST   34 STREET,10016,6469749114,Donuts,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,29,,,9/5/25,Cycle Inspection / Initial Inspection,40.74743687,-73.98217497,106,02,007400,1017105,1008640035,MN17,
50151373,QUEENS COFFEE SHOP BAR RESTAURANT,Queens,10845,ROOSEVELT AVE,11368,3474197940,Latin American,8/29/25,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,61,N,,9/5/25,Cycle Inspection / Initial Inspection,40.75086129,-73.85828379,403,21,040100,4044834,4017800065,QN26,
50150729,KENNEDY FRIED CHICKEN,Manhattan,197,MADISON STREET,10002,3474384328,Other,8/29/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,34,N,,9/5/25,Cycle Inspection / Initial Inspection,40.71261776,-73.99036171,103,01,000600,1003253,1002730020,MN28,
41671103,ALFIE'S,Manhattan,800,9 AVENUE,10019,2127572390,Irish,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,31,,,9/5/25,Cycle Inspection / Initial Inspection,40.76544869,-73.98750212,104,03,013300,1025389,1010440001,MN15,
50135623,TYANG GELAYS GRILL,Queens,6828,ROOSEVELT AVE,11377,3472422792,Filipino,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.74625561,-73.89690606,402,26,026300,4030314,4013000031,QN63,
50142276,PANERA BREAD,Bronx,340,BAYCHESTER AVENUE,10475,7188622585,Sandwiches,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.86777303,-73.83124571,210,12,046201,2102454,2051410035,BX13,
