CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50093316,TRI DIM WEST,Manhattan,467,COLUMBUS AVENUE,10024,2125853388,Chinese,8/28/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,73,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.7841519,-73.97385972,107,06,016900,1031163,1011960004,MN12,
50134186,ANGELINA PARIS,Manhattan,1121,LEXINGTON AVENUE,10075,6466435058,French,8/28/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.77413486,-73.95947948,108,04,014000,1091568,1014127504,MN40,
41077507,LA NUEVA ESTRELLA BAR & RESTAURANT,Bronx,390,EAST  204 STREET,10467,7186534111,Latin American,8/28/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.87131968,-73.87703429,207,11,042500,2017896,2033310048,BX43,
50115495,GOLDEN CITY RESTAURANT GAO,Bronx,805,SOUNDVIEW AVENUE,10473,9177038877,Chinese,8/28/25,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,47,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.82120762,-73.86596651,209,18,004600,2113186,2036370066,BX09,
50086894,CAFE ZAIYA (Inside Kinokuniya Book Store),Manhattan,1073,AVENUE OF THE AMERICAS,10018,2127790740,Japanese,8/28/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.75393684,-73.98477559,105,04,011300,1022566,1009930036,MN17,
50093316,TRI DIM WEST,Manhattan,467,COLUMBUS AVENUE,10024,2125853388,Chinese,8/28/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,73,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.7841519,-73.97385972,107,06,016900,1031163,1011960004,MN12,
50136985,BROTHERS M TAQUERIA,Queens,5220,FLUSHING AVE,11378,3472278281,Mexican,8/28/25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.71403301,-73.91480103,405,30,053500,4059140,4026320023,QN30,
50120853,LITTLE MOROCCO,Queens,2439,STEINWAY ST,11103,7184409193,Moroccan,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,26,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.76848368,-73.91122922,401,22,014100,4011497,4006860001,QN70,
40512852,DOC WATSONS,Manhattan,1490,2 AVENUE,10075,2129885300,American,8/28/25,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,29,,,9/5/25,Cycle Inspection / Initial Inspection,40.77241525,-73.95570766,108,05,013400,1045228,1014520052,MN31,
50141293,CHAMPION PIZZA,Brooklyn,1196,FULTON STREET,11216,9293732674,Pizza,8/28/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.68057969,-73.95278362,303,36,024700,3323676,3018600011,BK61,
50067016,WANISA KITCHEN,Brooklyn,142,SMITH STREET,11201,7185223027,Thai,8/28/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,17,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.68691846,-73.9903438,302,33,004300,3001227,3001930027,BK38,
50093316,TRI DIM WEST,Manhattan,467,COLUMBUS AVENUE,10024,2125853388,Chinese,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,73,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.7841519,-73.97385972,107,06,016900,1031163,1011960004,MN12,
50066286,EL CASTILLO DEL POLLO,Queens,12808,111TH AVE,11420,7188454071,Spanish,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,56,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.68277861,-73.81326616,410,28,017200,4250838,4116330004,QN55,
50016367,EL MANATIAL RESTAURANT & BAR,Queens,10421,ROOSEVELT AVE,11368,7185050250,Latin American,8/28/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,29,,,9/5/25,Cycle Inspection / Initial Inspection,40.75013967,-73.86072514,403,21,040300,4307628,4017760061,QN26,
41692596,Saang Thai,Queens,47-45,VERNON BOULEVARD,11101,7183927888,Thai,8/28/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.74456878,-73.95347431,402,26,000700,4000265,4000450001,QN31,
50090839,WAYLA,Brooklyn,55,WATER STREET,11201,9177437388,Thai,8/28/25,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,9/5/25,Administrative Miscellaneous / Re-inspection,40.70329391,-73.99204736,302,33,002100,3000019,3000260050,BK38,
50118100,ROYAL RIB,Brooklyn,256,MALCOLM X BOULEVARD,11233,7184539284,American,8/28/25,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,41,,,9/5/25,Cycle Inspection / Initial Inspection,40.68437466,-73.92936247,303,36,029500,3046166,3016610048,BK35,
50145343,TEPPANYAKI ONE,Queens,3807,JUNCTION BLVD,11368,3473482809,Japanese,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30,,,9/5/25,Cycle Inspection / Initial Inspection,40.7495408,-73.8696338,403,21,037500,4437222,4017580001,QN26,
50049095,ASUKA SUSHI,Manhattan,300,WEST   23 STREET,10011,2127270888,Japanese,8/28/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.74545928,-73.99891732,104,03,009300,1013429,1007467503,MN13,
50146926,DIWALI INDIAN CUISINE,Brooklyn,1221,FULTON STREET,11216,9174035960,Indian,8/28/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.68059063,-73.95268987,303,36,024500,3052985,3018420061,BK75,
41263597,PATRIZIA'S,Brooklyn,35,BROADWAY,11249,7182189272,Italian,8/28/25,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,13,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.71069768,-73.96739957,301,33,054900,3063642,3024690001,BK73,
50158303,CAFE AMBROSIA,Manhattan,465,WEST   23 STREET,10011,9179437773,Coffee/Tea,8/28/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.74721864,-74.00304602,104,03,009300,1067979,1007217501,MN13,
50120552,WHITE CASTLE,Brooklyn,3015,STILLWELL AVENUE,11224,7185762518,Hamburgers,8/28/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.575158,-73.98111961,313,47,035200,3245141,3086940419,BK21,
50016001,LUCKY PIZZERIA & CAFE,Queens,27-10,QUEENS PLAZA SOUTH,11101,7187849897,American,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.75008481,-73.93966171,402,26,001900,4005053,4004220009,QN31,
50168566,SAMSAEN RESTAURANT,Manhattan,480,9 AVENUE,10018,9173405357,Other,8/28/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,N,,9/5/25,Pre-permit (Operational) / Initial Inspection,40.75515642,-73.9950009,104,03,011100,1013609,1007600074,MN13,
40911185,PAESANO'S PIZZA,Staten Island,12,BRADLEY AVENUE,10314,7187612070,Pizza,8/28/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,,,9/5/25,Cycle Inspection / Initial Inspection,40.6121048,-74.13231542,501,50,018901,5127850,5007280012,SI07,
41072936,LADY M CONFECTIONS,Manhattan,41,EAST   78 STREET,10075,3479716888,Bakery Products/Desserts,8/28/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.77548897,-73.962266,108,04,014200,1083090,1013930023,MN40,
40911185,PAESANO'S PIZZA,Staten Island,12,BRADLEY AVENUE,10314,7187612070,Pizza,8/28/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,,,9/5/25,Cycle Inspection / Initial Inspection,40.6121048,-74.13231542,501,50,018901,5127850,5007280012,SI07,
50131400,L'ANTICA PIZZERIA DA MICHELE,Manhattan,81,GREENWICH AVENUE,10014,9295246682,Italian,8/28/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.73692307,-74.00133152,102,03,007700,1010988,1006140056,MN23,
50100280,XI'AN FAMOUS FOODS,Brooklyn,54,WILLOUGHBY STREET,11201,2127862068,Asian/Asian Fusion,8/28/25,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,13,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.6921963,-73.98671537,302,33,001100,3000391,3001510027,BK38,
50062832,EVELINA'S,Brooklyn,211,DEKALB AVENUE,11205,7185106256,Italian,8/28/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.68953644,-73.97091849,302,35,018300,3058544,3020910075,BK68,
50143334,KOGANE RAMEN,Brooklyn,76,HENRY STREET,11201,7188752828,Japanese,8/28/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.69854548,-73.99249873,302,33,000100,3001698,3002260023,BK09,
50146844,EL QUETZALITO,Queens,3509,JUNCTION BLVD,11368,3477985566,Spanish,8/28/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,28,N,,9/5/25,Cycle Inspection / Initial Inspection,40.75304811,-73.8716337,403,21,037500,4548919,4017370058,QN26,
50120853,LITTLE MOROCCO,Queens,2439,STEINWAY ST,11103,7184409193,Moroccan,8/28/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.76848368,-73.91122922,401,22,014100,4011497,4006860001,QN70,
50118657,YAYA TEA,Brooklyn,80,DEKALB AVENUE,11201,9173483700,Asian/Asian Fusion,8/28/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,9/5/25,Cycle Inspection / Initial Inspection,40.68985673,-73.97972037,302,35,003300,3391840,3020940010,BK68,
41196158,ELEVEN B,Manhattan,174,AVENUE B,10009,2123889811,Pizza,8/28/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.72737496,-73.97954294,103,02,003400,1005137,1004040028,MN22,
50009170,BURGER KING,Queens,103-19,ROOSEVELT AVENUE,11368,9292687023,Hamburgers,8/28/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.74989747,-73.86245445,403,21,040500,4595426,4017700091,QN26,
50137032,CHARLES PAN-FRIED CHICKEN,Manhattan,439,WEST  125 STREET,10027,7188443366,Chicken,8/28/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,67,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.81240066,-73.95541362,109,07,020901,1087339,1019660049,MN09,
50042981,TE COMPANY,Manhattan,163,WEST   10 STREET,10014,9293353168,Coffee/Tea,8/28/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.73441709,-74.00185468,102,03,007300,1010835,1006110032,MN23,
50085949,AUNT BUTCHIES OF BROOKLYN,Staten Island,4864,ARTHUR KILL ROAD,10309,7182270002,Italian,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.5235653,-74.23920515,503,51,022600,5095697,5075840065,SI11,
50172762,THE CITY DINER,Queens,6535,GRAND AVE,11378,7188946923,American,8/28/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,43,N,,9/5/25,Pre-permit (Operational) / Initial Inspection,40.72360558,-73.89975889,405,30,051700,4437562,4027160037,QN30,
50133530,SALVO'S,Manhattan,1477,YORK AVENUE,10075,3472313371,Italian,8/28/25,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,7,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.77091461,-73.95078781,108,05,013200,1046030,1014730022,MN31,
40609705,BARIOS PIZZA & RESTAURANT,Staten Island,446,NOME AVENUE,10314,7183700100,Pizza,8/28/25,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,26,,,9/5/25,Cycle Inspection / Initial Inspection,40.58982505,-74.16431907,502,51,027706,5111194,5024020020,SI24,
50045782,OLLIE'S CHINESE RESTAURANT,Manhattan,2705,BROADWAY,10025,2129323300,Chinese,8/28/25,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,21,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.79931803,-73.96843956,107,06,019100,1056562,1018750010,MN12,
50127670,DELI & GRILL,Manhattan,4119,BROADWAY,10033,6468502955,American,8/28/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,175,,,9/5/25,Cycle Inspection / Compliance Inspection,40.8455494,-73.93865312,112,10,026300,1063518,1021420244,MN36,
40593844,THE ORIGINAL PIZZA OF 4TH AVE,Brooklyn,6823,4 AVENUE,11220,7188368055,Pizza,8/28/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,20,,,9/5/25,Cycle Inspection / Initial Inspection,40.63509234,-74.02331101,310,43,013000,3145250,3058640001,BK31,
50016367,EL MANATIAL RESTAURANT & BAR,Queens,10421,ROOSEVELT AVE,11368,7185050250,Latin American,8/28/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,29,,,9/5/25,Cycle Inspection / Initial Inspection,40.75013967,-73.86072514,403,21,040300,4307628,4017760061,QN26,
40512852,DOC WATSONS,Manhattan,1490,2 AVENUE,10075,2129885300,American,8/28/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,29,,,9/5/25,Cycle Inspection / Initial Inspection,40.77241525,-73.95570766,108,05,013400,1045228,1014520052,MN31,
50131605,JULIE'S BAKERY & ROTI SHOP,Queens,11716,LIBERTY AVE,11419,9178645760,Caribbean,8/28/25,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,30,,,9/5/25,Cycle Inspection / Reopening Inspection,40.68594646,-73.82570415,410,28,010600,4204130,4095710008,QN55,
50141048,CAFE 58 PIZZERIA & GRILL,Brooklyn,169,58 STREET,11220,9179090505,Pizza,8/28/25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,8/28/25,9/5/25,Cycle Inspection / Initial Inspection,40.64507803,-74.02240283,307,38,002200,3015573,3008440047,BK32,
50083647,787 COFFEE,Manhattan,131,EAST    7 STREET,10009,6466492774,Coffee/Tea,8/28/25,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,23,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.72629973,-73.98411447,103,02,003200,1077645,1004350037,MN22,
40363427,BAGELS N BUNS,Staten Island,2491,VICTORY BOULEVARD,10314,7187611900,Sandwiches,8/28/25,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.61026786,-74.14640121,501,50,018901,5000000,5004860001,SI07,
50137032,CHARLES PAN-FRIED CHICKEN,Manhattan,439,WEST  125 STREET,10027,7188443366,Chicken,8/28/25,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,67,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.81240066,-73.95541362,109,07,020901,1087339,1019660049,MN09,
50104827,SOCIAL HOUSE,Brooklyn,60,BROADWAY,11249,6315786030,Coffee/Tea,8/28/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.71057389,-73.96642573,301,33,054900,3059506,3021307501,BK73,
50086894,CAFE ZAIYA (Inside Kinokuniya Book Store),Manhattan,1073,AVENUE OF THE AMERICAS,10018,2127790740,Japanese,8/28/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.75393684,-73.98477559,105,04,011300,1022566,1009930036,MN17,
50073830,PIZZA BAGEL BURGER,Brooklyn,1117,MCDONALD AVENUE,11230,3475122160,American,8/28/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32,Z,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.62612504,-73.97625624,312,40,046201,3170383,3065040030,BK42,
50045193,THE BREAD FACTORY CAFE,Manhattan,470,7 AVENUE,10018,2122796665,American,8/28/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A,8/28/25,9/5/25,Cycle Inspection / Re-inspection,40.75194197,-73.98994093,105,03,010900,1014430,1007850041,MN17,
