CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
41429791,RASPBERRY DELI & GROCERY,Manhattan,2127,2 AVENUE,10029,2128602615,Sandwiches,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,28,
50154039,AMAR BARI,Brooklyn,1075,LIBERTY AVENUE,11208,9172507577,Bangladeshi,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",Critical,36,N
50076144,DI AN DI,Brooklyn,68,GREENPOINT AVENUE,11222,7185763914,Southeast Asian,9/6/24,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,23,
50122869,DOMINO'S PIZZA,Manhattan,153,EAST  116 STREET,10029,2128311024,Pizza,9/6/24,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,26,
50118880,BAADSHAN RESTAURANT & SWEETS,Brooklyn,2031,BATH AVENUE,11214,9293736387,Bangladeshi,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,48,Z
50037446,YOFRESH YOGURT CAFE,Queens,5456,MYRTLE AVE,11385,7183812116,Frozen Desserts,9/6/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A
50156888,OMAR CAKES,Bronx,1830,ARCHER STREET,10460,3474018613,Bakery Products/Desserts,9/6/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,26,N
50142695,DAYBREAK GRILL & RESTAURANT,Queens,4501,34TH AVE,11101,6469541159,American,9/6/24,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,35,N
50147216,TOKYO YA,Queens,3606,DITMARS BLVD,11105,3124939916,Japanese,9/6/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,N
50152957,APNAR CHA GHAR,Queens,16719,HILLSIDE AVE,11432,3472334709,Bangladeshi,9/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,41,N
50128682,RASTA SHACK ISLAND SPICE,Queens,9201,165TH ST,11433,6318274757,Other,9/6/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,27,Z
41428096,LA ISLA CUCHIFRITOS,Brooklyn,6,GRAHAM AVENUE,11206,7183884666,Spanish,9/6/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,Z
50128682,RASTA SHACK ISLAND SPICE,Queens,9201,165TH ST,11433,6318274757,Other,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,Z
50122869,DOMINO'S PIZZA,Manhattan,153,EAST  116 STREET,10029,2128311024,Pizza,9/6/24,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,26,
50133760,GREENWICH & DELANCEY NYC,Manhattan,50,WEST STREET,10006,2123003013,Jewish/Kosher,9/6/24,Establishment re-opened by DOHMH.,,,Not Applicable,0,Z
41236258,DUNKIN,Brooklyn,1422,KINGS HIGHWAY,11229,7189982632,Donuts,9/6/24,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,28,Z
50152131,CRUMBL COOKIES,Staten Island,423,FOREST AVENUE,10301,3476805320,Bakery Products/Desserts,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,Z
50154463,SIMPLY CARIBBEAN,Queens,11916,ROCKAWAY BLVD,11420,7182105520,Caribbean,9/6/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,32,N
41428096,LA ISLA CUCHIFRITOS,Brooklyn,6,GRAHAM AVENUE,11206,7183884666,Spanish,9/6/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,20,Z
50154212,JAPANESE BITES STAND YAMADA,Brooklyn,88,35 STREET,11232,9174063655,Not Listed/Not Applicable,9/6/24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10,A
50057865,CRAFT CULTURE,Queens,5904,MYRTLE AVE,11385,7186283931,American,9/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,
41236580,DUNKIN,Queens,10005,QUEENS BOULEVARD,11375,7187933690,Donuts,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,78,
50153850,EMPIRE RESTAURANT NYC,Queens,4710,39TH PL,11104,9294712513,American,9/6/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27,N
50081785,SOBOL,Queens,3504,DITMARS BLVD,11105,7188467000,"Juice, Smoothies, Fruit Salads",9/6/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10,A
50142695,DAYBREAK GRILL & RESTAURANT,Queens,4501,34TH AVE,11101,6469541159,American,9/6/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,35,N
50068991,MCDONALD'S,Brooklyn,5121,5 AVENUE,11220,7184354572,Hamburgers,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A
50076144,DI AN DI,Brooklyn,68,GREENPOINT AVENUE,11222,7185763914,Southeast Asian,9/6/24,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,23,
50037446,YOFRESH YOGURT CAFE,Queens,5456,MYRTLE AVE,11385,7183812116,Frozen Desserts,9/6/24,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A
50154212,JAPANESE BITES STAND YAMADA,Brooklyn,88,35 STREET,11232,9174063655,Not Listed/Not Applicable,9/6/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A
50118880,BAADSHAN RESTAURANT & SWEETS,Brooklyn,2031,BATH AVENUE,11214,9293736387,Bangladeshi,9/6/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,48,Z
50119013,Del Sur,Brooklyn,356,DEVOE STREET,11211,7862817669,Spanish,9/6/24,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,7,A
50154463,SIMPLY CARIBBEAN,Queens,11916,ROCKAWAY BLVD,11420,7182105520,Caribbean,9/6/24,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",Critical,32,N
50142695,DAYBREAK GRILL & RESTAURANT,Queens,4501,34TH AVE,11101,6469541159,American,9/6/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,35,N
50124336,STARBUCKS COFFEE #23044,Manhattan,399,7 AVENUE,10001,6465993512,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A
50127556,MR. BAGELS CAFE,Brooklyn,9419,3 AVENUE,11209,7188363000,Bagels/Pretzels,9/6/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,17,Z
50152131,CRUMBL COOKIES,Staten Island,423,FOREST AVENUE,10301,3476805320,Bakery Products/Desserts,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,Z
50127556,MR. BAGELS CAFE,Brooklyn,9419,3 AVENUE,11209,7188363000,Bagels/Pretzels,9/6/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,17,Z
50149672,DAUGHTER,Brooklyn,1090,SAINT JOHNS PLACE,11213,5516899775,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,57,Z
50152957,APNAR CHA GHAR,Queens,16719,HILLSIDE AVE,11432,3472334709,Bangladeshi,9/6/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,41,N
41236580,DUNKIN,Queens,10005,QUEENS BOULEVARD,11375,7187933690,Donuts,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,78,
41236258,DUNKIN,Brooklyn,1422,KINGS HIGHWAY,11229,7189982632,Donuts,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,Z
50147216,TOKYO YA,Queens,3606,DITMARS BLVD,11105,3124939916,Japanese,9/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35,N
50154463,SIMPLY CARIBBEAN,Queens,11916,ROCKAWAY BLVD,11420,7182105520,Caribbean,9/6/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,32,N
50133297,U BAR 2 LOUNGE,Brooklyn,870,4 AVENUE,11232,3476056057,American,9/6/24,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,7,A
50129068,BARTLEBY'S CAFÉ,Brooklyn,630,FLUSHING AVENUE,11206,9172084240,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A
50151497,DESI KING,Queens,11601,101ST AVE,11419,9172940668,Indian,9/6/24,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,36,
50110281,DUNKIN - BASKIN ROBBINS,Bronx,49,EAST  167 STREET,10452,9082272624,Donuts,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
50153850,EMPIRE RESTAURANT NYC,Queens,4710,39TH PL,11104,9294712513,American,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,N
50122869,DOMINO'S PIZZA,Manhattan,153,EAST  116 STREET,10029,2128311024,Pizza,9/6/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,26,
40371718,ZAFI'S LUNCHEONETTE,Manhattan,500,GRAND STREET,10002,2125332415,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A
41129085,DUNKIN,Staten Island,1445,RICHMOND AVENUE,10314,3473020671,Donuts,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A
50154463,SIMPLY CARIBBEAN,Queens,11916,ROCKAWAY BLVD,11420,7182105520,Caribbean,9/6/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,32,N
41118203,NATIONAL BAKERY,Bronx,944,INTERVALE AVENUE,10459,7188613671,Bakery Products/Desserts,9/6/24,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,10,A
50154702,GIA CARIDAD,Bronx,3108,WEBSTER AVENUE,10467,9292470101,Spanish,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,N
50154020,CURLEYS BAGELS,Queens,4304,47TH AVE,11104,3478371738,Bagels/Pretzels,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A
50015185,MARCY & MYRTLE COFFEE BAR,Brooklyn,574,MARCY AVENUE,11206,9176620727,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
50147216,TOKYO YA,Queens,3606,DITMARS BLVD,11105,3124939916,Japanese,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35,N
50110281,DUNKIN - BASKIN ROBBINS,Bronx,49,EAST  167 STREET,10452,9082272624,Donuts,9/6/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10,A
50142695,DAYBREAK GRILL & RESTAURANT,Queens,4501,34TH AVE,11101,6469541159,American,9/6/24,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,
50136996,Lise & Vito,Brooklyn,126A,NASSAU AVENUE,11222,4052027813,American,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A
50147216,TOKYO YA,Queens,3606,DITMARS BLVD,11105,3124939916,Japanese,9/6/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,35,N
50122869,DOMINO'S PIZZA,Manhattan,153,EAST  116 STREET,10029,2128311024,Pizza,9/6/24,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,26,
50118880,BAADSHAN RESTAURANT & SWEETS,Brooklyn,2031,BATH AVENUE,11214,9293736387,Bangladeshi,9/6/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,48,Z
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,
50036869,PAK LAHORI CHILLI,Brooklyn,1026,CONEY ISLAND AVENUE,11230,7188591400,Indian,9/6/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,17,Z
50142695,DAYBREAK GRILL & RESTAURANT,Queens,4501,34TH AVE,11101,6469541159,American,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35,N
50154463,SIMPLY CARIBBEAN,Queens,11916,ROCKAWAY BLVD,11420,7182105520,Caribbean,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,N
41429791,RASPBERRY DELI & GROCERY,Manhattan,2127,2 AVENUE,10029,2128602615,Sandwiches,9/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,
41428096,LA ISLA CUCHIFRITOS,Brooklyn,6,GRAHAM AVENUE,11206,7183884666,Spanish,9/6/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,20,Z
50149672,DAUGHTER,Brooklyn,1090,SAINT JOHNS PLACE,11213,5516899775,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,57,Z
41236580,DUNKIN,Queens,10005,QUEENS BOULEVARD,11375,7187933690,Donuts,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05A,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,78,
50036869,PAK LAHORI CHILLI,Brooklyn,1026,CONEY ISLAND AVENUE,11230,7188591400,Indian,9/6/24,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,17,Z
50151497,DESI KING,Queens,11601,101ST AVE,11419,9172940668,Indian,9/6/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,36,
50149818,CAFE LAKAY COFFEE SHOP,Brooklyn,3323,AVENUE I,11210,3472625911,Coffee/Tea,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,66,N
50142695,DAYBREAK GRILL & RESTAURANT,Queens,4501,34TH AVE,11101,6469541159,American,9/6/24,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,
41337181,EL TIO PIO,Brooklyn,76,WILLOUGHBY STREET,11201,7188753097,Latin American,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A
50057865,CRAFT CULTURE,Queens,5904,MYRTLE AVE,11385,7186283931,American,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,
40371718,ZAFI'S LUNCHEONETTE,Manhattan,500,GRAND STREET,10002,2125332415,Coffee/Tea,9/6/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A
50057865,CRAFT CULTURE,Queens,5904,MYRTLE AVE,11385,7186283931,American,9/6/24,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,20,
41236580,DUNKIN,Queens,10005,QUEENS BOULEVARD,11375,7187933690,Donuts,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,78,
50152131,CRUMBL COOKIES,Staten Island,423,FOREST AVENUE,10301,3476805320,Bakery Products/Desserts,9/6/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,21,Z
50147216,TOKYO YA,Queens,3606,DITMARS BLVD,11105,3124939916,Japanese,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,N
50152957,APNAR CHA GHAR,Queens,16719,HILLSIDE AVE,11432,3472334709,Bangladeshi,9/6/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,N
50147216,TOKYO YA,Queens,3606,DITMARS BLVD,11105,3124939916,Japanese,9/6/24,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,35,N
50151497,DESI KING,Queens,11601,101ST AVE,11419,9172940668,Indian,9/6/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,36,
41428096,LA ISLA CUCHIFRITOS,Brooklyn,6,GRAHAM AVENUE,11206,7183884666,Spanish,9/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,Z
41236580,DUNKIN,Queens,10005,QUEENS BOULEVARD,11375,7187933690,Donuts,9/6/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,78,
50128682,RASTA SHACK ISLAND SPICE,Queens,9201,165TH ST,11433,6318274757,Other,9/6/24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,Z
50146919,NEM'S JAPANDI BISTRO,Brooklyn,80,NORTH    6 STREET,11249,6462016190,Asian/Asian Fusion,9/6/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,33,N
