CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
50149874,MASTER PANDA,Queens,533,48TH AVE,11101,7183211492,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,38,Z
40398367,MCDONALD'S,Queens,3001,STRATTON STREET,11354,7185394570,Hamburgers,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,
41650425,NATHAN'S FAMOUS,Brooklyn,1205,BOARDWALK,11224,7187147207,Hotdogs,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,Z
50151951,UNIQUE GREEN,Manhattan,1239,1 AVENUE,10065,5162201869,American,9/3/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,84,N
50153706,FAMOUS CALABRIA PIZZA,Manhattan,27,SAINT JAMES PLACE,10038,2123908771,Pizza,9/3/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,41,N
50001076,MILK & HONEY CAFE,Brooklyn,1119,NEWKIRK AVENUE,11230,7185130441,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,20,Z
50000522,JUST SALAD,Manhattan,1471,THIRD AVENUE,10028,6468670957,Salads,9/3/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2,A
41585806,DARNA FALAFEL,Brooklyn,200,COURT STREET,11201,3477991673,Middle Eastern,9/3/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A
50157604,TAKE SUSHI & BOWL,Manhattan,1143,2 AVENUE,10065,9174091155,Asian/Asian Fusion,9/3/24,Violations were cited in the following area(s).,15-27,Sign prohibiting smoking or using electronic cigarettes not conspicuously posted.,Not Applicable,,
50151951,UNIQUE GREEN,Manhattan,1239,1 AVENUE,10065,5162201869,American,9/3/24,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,
50152584,ZIZI,Manhattan,45,JOHN STREET,10038,6467561104,Mediterranean,9/3/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,22,N
50139763,ASIA LATINA/MAMA SUSHI/PICHIRRI,Bronx,606,EAST  187 STREET,10458,6467327299,Asian/Asian Fusion,9/3/24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A
50129949,NEW JOY GARDEN,Brooklyn,482,RIVERDALE AVENUE,11207,7183852288,Chinese,9/3/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,26,Z
41573961,GOOD VIEW BAKERY,Brooklyn,7820,NEW UTRECHT AVENUE,11214,7186219388,Chinese,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,28,
50152173,YIXIN RESTAURANT,Brooklyn,8510,20 AVENUE,11214,9295009164,Chinese,9/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,56,N
50147933,MONTAGUE DINER,Brooklyn,148,MONTAGUE STREET,11201,3122864272,American,9/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,Z
41598620,DISFRUTA,Manhattan,510,WEST  207 STREET,10034,9172612862,Mexican,9/3/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,38,Z
41451863,LUCKY STAR RESTAURANT,Queens,34-52A,JUNCTION BOULEVARD,11372,7184461794,Chinese,9/3/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A
50149723,PHOENIX PALACE,Manhattan,85,BOWERY,10002,6465065715,Chinese,9/3/24,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,12,A
50157669,RE LA GUN TANG,Brooklyn,5304,8 AVENUE,11220,3477991138,Chinese,9/3/24,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,72,N
41573961,GOOD VIEW BAKERY,Brooklyn,7820,NEW UTRECHT AVENUE,11214,7186219388,Chinese,9/3/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,
50070997,CARIBBEAN AMERICAN CUISINE,Queens,19917,MURDOCK AVE,11412,3476662371,Caribbean,9/3/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,95,
50154204,COFFEE PRO,Queens,2333,ASTORIA BLVD,11102,6463797448,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,22,N
50149714,BLUE BOTTLE COFFEE,Manhattan,22,BROAD STREET,10005,5106533394,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,25,N
50089271,INWOOD DELICIAS,Manhattan,616,WEST  207 STREET,10034,2129420630,Spanish,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23,Z
50073971,PHO CHE,Queens,19316,NORTHERN BLVD,11358,6465333411,Southeast Asian,9/3/24,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,12,A
41573961,GOOD VIEW BAKERY,Brooklyn,7820,NEW UTRECHT AVENUE,11214,7186219388,Chinese,9/3/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,28,
50090847,ESS -A- Bagel,Brooklyn,55,WATER STREET,11201,9177437388,Sandwiches,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A
50042664,MR PURPLE,Manhattan,180,ORCHARD STREET,10002,2122371790,American,9/3/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,31,
50120975,DUN HUANG LIC,Queens,2735,JACKSON AVE,11101,3137279696,Asian/Asian Fusion,9/3/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,N
50151951,UNIQUE GREEN,Manhattan,1239,1 AVENUE,10065,5162201869,American,9/3/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,84,N
50153414,NICK'S GARDEN COFFEE SHOP,Bronx,2955,WEBSTER AVENUE,10458,3476630105,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A
50006339,DUNKIN,Brooklyn,7823,17 AVENUE,11214,7183310976,Donuts,9/3/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,Z
50089271,INWOOD DELICIAS,Manhattan,616,WEST  207 STREET,10034,2129420630,Spanish,9/3/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,23,Z
41573961,GOOD VIEW BAKERY,Brooklyn,7820,NEW UTRECHT AVENUE,11214,7186219388,Chinese,9/3/24,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,28,
50129949,NEW JOY GARDEN,Brooklyn,482,RIVERDALE AVENUE,11207,7183852288,Chinese,9/3/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,Z
50147429,LA SOVA,Brooklyn,1301,EAST   13 STREET,11230,7186769005,Jewish/Kosher,9/3/24,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,17,Z
41598620,DISFRUTA,Manhattan,510,WEST  207 STREET,10034,9172612862,Mexican,9/3/24,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,38,Z
50104920,VINEAPPLE,Brooklyn,71,PINEAPPLE STREET,11201,3477991035,American,9/3/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A
50141257,KAWABUN,Manhattan,125,EAST   39 STREET,10016,9184084517,Japanese,9/3/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,33,Z
50157669,RE LA GUN TANG,Brooklyn,5304,8 AVENUE,11220,3477991138,Chinese,9/3/24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,72,N
50154019,CREAM N TINGS,Queens,19602,LINDEN BLVD,11412,5164244110,Other,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A
50069127,KIKI'S GRILL & ROTISSERIE (#2),Manhattan,121,DIVISION STREET,10002,3473618054,Greek,9/3/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A
50153603,KAIRIBBEAN ISLAND MIX,Brooklyn,393,NEW LOTS AVENUE,11207,9174128252,Caribbean,9/3/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,N
50149874,MASTER PANDA,Queens,533,48TH AVE,11101,7183211492,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,38,Z
50146922,OL DAYS,Manhattan,73,WARREN STREET,10007,3056999651,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,68,Z
40876618,BIJAN'S,Brooklyn,7981,HOYT STREET,,7188555574,American,9/3/24,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,
50137271,BLACK PRESS COFFEE,Manhattan,1065,3 AVENUE,10065,9177232325,Coffee/Tea,9/3/24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,30,
