CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50116647,CRAZY FRUITS,Bronx,3120,BAINBRIDGE AVENUE,10467,9145486310,"Juice, Smoothies, Fruit Salads",8/26/25,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,20,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.87424249,-73.87931776,207,11,042300,2018115,2033410034,BX43,
50123693,BIRRIA LES TACOS,Manhattan,34.5,SAINT MARKS PL,,9173611017,Mexican,8/26/25,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,,,9/5/25,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50148086,NAGLES BAGELS,Brooklyn,378,TOMPKINS AVENUE,11216,6463348245,Bagels/Pretzels,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.68439379,-73.94413465,303,36,026700,3052009,3018290039,BK75,
50131010,FARLEY 4TH FLOOR,Manhattan,380,WEST   33 STREET,10001,6502084518,American,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,4,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.75237601,-73.9960045,104,03,010300,1084820,1007557501,MN13,
50172104,B&D HALAL FOOD 9TH AVE,Manhattan,613,9 AVENUE,10036,6463988013,African,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10,N,,9/5/25,Pre-permit (Non-operational) / Compliance Inspection,40.75941336,-73.99192152,104,03,012100,1026365,1010530032,MN15,
50155979,BEST FOOD & COFFEE RESTAURANT,Manhattan,274,EAST    3 STREET,10009,3478812219,Spanish,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.72147107,-73.98015445,103,02,002202,1004355,1003720010,MN28,
50095342,787 COFFEE ROASTERS,Manhattan,101,2 AVENUE,10003,9082308846,Coffee/Tea,8/26/25,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,12,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.72730485,-73.98861694,103,02,003800,1077720,1004610028,MN22,
50136734,CAFE W,Queens,3529,154TH ST,11354,7187990264,Bakery Products/Desserts,8/26/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.76581224,-73.81083394,407,19,117100,4620344,4052650010,QN51,
50111076,TWO HANDS,Manhattan,250,MOTT STREET,10012,9173464777,Korean,8/26/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.72343243,-73.99472189,102,01,004300,1077770,1005080001,MN24,
50159410,GRIZZLY COFFEE,Brooklyn,992,CONEY ISLAND AVENUE,11230,3475278080,Coffee/Tea,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,86,,,9/5/25,Pre-permit (Operational) / Compliance Inspection,40.63337999,-73.96710603,314,45,048200,3128002,3054250082,BK42,
50111076,TWO HANDS,Manhattan,250,MOTT STREET,10012,9173464777,Korean,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.72343243,-73.99472189,102,01,004300,1077770,1005080001,MN24,
50108490,BLUESTOCKINGS,Manhattan,116,SUFFOLK STREET,10002,6097058424,Coffee/Tea,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.71899342,-73.98606787,103,01,001402,1004167,1003480010,MN28,
50159410,GRIZZLY COFFEE,Brooklyn,992,CONEY ISLAND AVENUE,11230,3475278080,Coffee/Tea,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,86,,,9/5/25,Pre-permit (Operational) / Compliance Inspection,40.63337999,-73.96710603,314,45,048200,3128002,3054250082,BK42,
50165754,SARKUS JAPAN,Queens,3154,STEINWAY ST,11103,6466373383,Japanese,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,72,N,,9/5/25,Pre-permit (Operational) / Re-inspection,40.76005965,-73.91812063,401,22,015500,4010535,4006580064,QN70,
41708320,CATSKILL BAGEL CO.,Brooklyn,1416,CORTELYOU ROAD,11226,7182825049,Bagels/Pretzels,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,50,,,9/5/25,Cycle Inspection / Initial Inspection,40.64091381,-73.96506646,314,40,052000,3118678,3051570008,BK42,
50109440,CRIF DOGS / PLEASE DON'T TELL,Manhattan,113,SAINT MARKS PLACE,10009,6469228524,Hotdogs,8/26/25,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,25,,,9/5/25,Cycle Inspection / Initial Inspection,40.72729615,-73.98457966,103,02,003200,1005885,1004360040,MN22,
50006275,GO CATERING,Manhattan,58,LISPENARD STREET,10013,2129244502,American,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.71955416,-74.00295095,101,01,003300,1002306,1001940031,MN24,
50111076,TWO HANDS,Manhattan,250,MOTT STREET,10012,9173464777,Korean,8/26/25,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.72343243,-73.99472189,102,01,004300,1077770,1005080001,MN24,
50131913,99 CENTS SUPREME PIZZA,Brooklyn,44,WILLOUGHBY STREET,11201,6464274438,Pizza,8/26/25,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,9/5/25,Administrative Miscellaneous / Re-inspection,40.69221006,-73.98707597,302,33,001100,3000389,3001510022,BK38,
50099005,MomenTea Kitchen,Manhattan,213,WEST   40 STREET,10018,5164262270,Asian/Asian Fusion,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,139,,,9/5/25,Cycle Inspection / Initial Inspection,40.75503244,-73.98855443,105,03,011300,1024645,1010120025,MN17,
50174896,HUEJOTZINGO MIXED RESTAURANT,Brooklyn,646,MANHATTAN AVENUE,11222,3476109232,Tex-Mex,8/26/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,144,N,,9/5/25,Pre-permit (Non-operational) / Initial Inspection,40.72439379,-73.95113617,301,33,056900,3066106,3026470040,BK76,
50108148,KENNEDY FRIED CHICKEN,Bronx,726,EAST  152 STREET,10455,3475377648,Chicken,8/26/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.81599826,-73.90797552,201,08,007300,2004560,2026430013,BX34,
50099005,MomenTea Kitchen,Manhattan,213,WEST   40 STREET,10018,5164262270,Asian/Asian Fusion,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,139,,,9/5/25,Cycle Inspection / Initial Inspection,40.75503244,-73.98855443,105,03,011300,1024645,1010120025,MN17,
50099005,MomenTea Kitchen,Manhattan,213,WEST   40 STREET,10018,5164262270,Asian/Asian Fusion,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04E,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,Critical,139,,,9/5/25,Cycle Inspection / Initial Inspection,40.75503244,-73.98855443,105,03,011300,1024645,1010120025,MN17,
