CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
50157246,Gotta Get A Bagel,Queens,10709,71ST AVE,11375,9173875327,American,9/4/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,74,N
50149125,HEENA BAGEL,Queens,10827,ASCAN AVE,11375,9294019873,Bagels/Pretzels,9/4/24,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,39,Z
50064120,ANTOJITOS MEXICANOS DELI,Brooklyn,5914,5 AVENUE,11220,3478162175,Mexican,9/4/24,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,
50005943,GIARDINI PIZZA,Brooklyn,363,SMITH STREET,11231,7185965320,Pizza,9/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A
41603129,JOE'S LOBSTER HOUSE,Staten Island,1898,HYLAN BOULEVARD,10305,7186670003,Seafood,9/4/24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,22,Z
50157246,Gotta Get A Bagel,Queens,10709,71ST AVE,11375,9173875327,American,9/4/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,74,N
50015469,SAIGON BAR AND GRILL,Brooklyn,4521,AVENUE N,11234,7183388886,Southeast Asian,9/4/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,22,Z
50149125,HEENA BAGEL,Queens,10827,ASCAN AVE,11375,9294019873,Bagels/Pretzels,9/4/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,39,Z
50110928,KENNEDY FRIED CHICKEN,Bronx,381,BEDFORD PARK BOULEVARD,10458,7188130007,Chicken,9/4/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A
50150953,BIANCO NEGO GELATO,Queens,3320,DITMARS BLVD,11105,9178821534,Frozen Desserts,9/4/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,36,N
50148333,YGF MALATANG,Manhattan,92,3 AVENUE,10003,6468608838,Chinese,9/4/24,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,
50146326,AQUA BAR & GRILL,Bronx,2241,WASHINGTON AVENUE,10457,3473230576,Spanish,9/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,N
41621477,DUET,Brooklyn,6181,STRICKLAND AVENUE,11234,7186766219,Bakery Products/Desserts,9/4/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,25,Z
50146162,PRET A MANGER,Manhattan,821,BROADWAY,10003,9172615217,American,9/4/24,Violations were cited in the following area(s).,16-03,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Applicable,,
50109601,INSOMNIA COOKIES,Manhattan,125,CHURCH STREET,10007,2153831320,American,9/4/24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13,A
50106926,NILI CAFE,Brooklyn,360,SMITH ST,11231,9178800789,Middle Eastern,9/4/24,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12,A
50147088,UTSHOB RESTAURANT,Manhattan,130,1 AVENUE,10009,3473691676,Indian,9/4/24,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,
50048260,ZOUJI BBQ,Queens,4283,MAIN ST,11355,7183530086,Chinese,9/4/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-07,"Unapproved outdoor, street or sidewalk cooking.",Not Critical,103,
50154401,LUCKY LUCKY CAFE,Manhattan,21,EAST   13 STREET,10003,9178551876,Coffee/Tea,9/4/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,N
50148333,YGF MALATANG,Manhattan,92,3 AVENUE,10003,6468608838,Chinese,9/4/24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,44,N
50145505,SHAM'SHALAL EXPRESS &CASTLE CHICKEN,Bronx,5987,BROADWAY,10471,9095665391,Other,9/4/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,21,N
50150953,BIANCO NEGO GELATO,Queens,3320,DITMARS BLVD,11105,9178821534,Frozen Desserts,9/4/24,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,36,N
50148333,YGF MALATANG,Manhattan,92,3 AVENUE,10003,6468608838,Chinese,9/4/24,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,
50142286,LIGHTHOUSE ROOFTOP,Queens,3710,QUEENS BLVD,11101,3472616769,American,9/4/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,25,N
50150953,BIANCO NEGO GELATO,Queens,3320,DITMARS BLVD,11105,9178821534,Frozen Desserts,9/4/24,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,36,N
50146326,AQUA BAR & GRILL,Bronx,2241,WASHINGTON AVENUE,10457,3473230576,Spanish,9/4/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,N
50152815,PRIVITY RESTAURANT & LOUNGE,Bronx,1538,WEBSTER AVENUE,10457,6468075189,Caribbean,9/4/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,34,N
50149125,HEENA BAGEL,Queens,10827,ASCAN AVE,11375,9294019873,Bagels/Pretzels,9/4/24,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,39,Z
50148333,YGF MALATANG,Manhattan,92,3 AVENUE,10003,6468608838,Chinese,9/4/24,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,44,N
50109601,INSOMNIA COOKIES,Manhattan,125,CHURCH STREET,10007,2153831320,American,9/4/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A
50138107,IRIS TEA & BAKERY,Queens,3907,PRINCE ST,11354,6462628698,Bakery Products/Desserts,9/4/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A
50152815,PRIVITY RESTAURANT & LOUNGE,Bronx,1538,WEBSTER AVENUE,10457,6468075189,Caribbean,9/4/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,34,N
50100645,BLOOM BOTANICAL BISTRO,Queens,10319,METROPOLITAN AVE,11375,5166448461,American,9/4/24,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12,A
50138107,IRIS TEA & BAKERY,Queens,3907,PRINCE ST,11354,6462628698,Bakery Products/Desserts,9/4/24,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,13,A
50129342,CRISPY BURGER,Queens,3617,MAIN ST,11354,6466631588,Chicken,9/4/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,16,Z
40393243,BUDDY'S BURRITO & TACO BAR,Brooklyn,260,COURT STREET,11231,7184888695,Tex-Mex,9/4/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
41389861,WINE 30,Manhattan,41,EAST   30 STREET,10016,2124810197,Mediterranean,9/4/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,
50148818,BARAKA DELI & GROCERY,Queens,2508,37TH AVE,11101,7184409049,American,9/4/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,72,N
50118693,CROWN FRIED CHICKEN,Brooklyn,332,CENTRAL AVENUE,11221,9173613272,Chicken,9/4/24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,Z
50037823,BAI DAR CAFE,Brooklyn,6810,3 AVENUE,11220,9293832012,Mediterranean,9/4/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7,A
50150107,MASTERL RICE NOODLE,Queens,4243,27TH ST,11101,9293280015,Chinese,9/4/24,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,50,N
50009810,KUNG FU TEA,Queens,70-10,AUSTIN STREET,11375,7182683631,Coffee/Tea,9/4/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,
50152986,NAD'S ROTI SHOP & RESTAURANT,Queens,12707,ROCKAWAY BLVD,11420,3474586901,Other,9/4/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A
50147088,UTSHOB RESTAURANT,Manhattan,130,1 AVENUE,10009,3473691676,Indian,9/4/24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,61,N
50131039,WING LUCK,Brooklyn,252,LIVONIA AVENUE,11212,7183852100,Chinese,9/4/24,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,23,Z
