CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
50139472,SHANGHAI YOU GARDEN,Queens,13531,40TH RD,11354,7183591688,Chinese,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,23,N
50117699,HOT PEPPERS MEXICAN GRILL,Queens,2821,STEINWAY ST,11103,3477834924,Mexican,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,
50138006,COMFORT INN,Manhattan,548,WEST   48 STREET,10036,2125860400,Other,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,41,N
50129312,THE MONSTER CRAB,Queens,21135,26TH AVE,11360,9176072330,Seafood,8/30/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,42,N
50044691,JOY KITCHEN,Brooklyn,497,7 AVENUE,11215,7189652874,Chinese,8/30/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,35,
50124278,POTLUCK CLUB,Manhattan,133,CHRYSTIE STREET,10002,6465065715,Asian/Asian Fusion,8/30/23,Violations were cited in the following area(s).,05C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",Critical,64,N
50002559,PARIS BAGUETTE,Manhattan,567,7 AVENUE,10018,2129210404,Bakery Products/Desserts,8/30/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19,Z
50127996,AVO TACO,Queens,21297,26TH AVE,11360,6317144436,Tex-Mex,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,N
40601006,LA BRUSCHETTA,Brooklyn,256,7 AVENUE,11215,7184994994,Pizza,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,
50140058,LARRY'S CA PHE,Brooklyn,135,WOODPOINT ROAD,11211,9177423398,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A
50129312,THE MONSTER CRAB,Queens,21135,26TH AVE,11360,9176072330,Seafood,8/30/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,42,N
50138006,COMFORT INN,Manhattan,548,WEST   48 STREET,10036,2125860400,Other,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,41,N
50041835,DAWA'S,Queens,5118,SKILLMAN AVE,11377,7188998629,Asian/Asian Fusion,8/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25,Z
41432593,TACO BELL @ D'ANGELO CENTER,Queens,8000,UTOPIA PARKWAY,11432,7189901717,Mexican,8/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A
40763376,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,918B,FULTON STREET,11238,7187891833,Caribbean,8/30/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,20,
50129312,THE MONSTER CRAB,Queens,21135,26TH AVE,11360,9176072330,Seafood,8/30/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,42,N
50041835,DAWA'S,Queens,5118,SKILLMAN AVE,11377,7188998629,Asian/Asian Fusion,8/30/23,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,25,Z
50060813,DUNKIN,Queens,8610,QUEENS BLVD,11373,2038222147,Donuts,8/30/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A
50112937,THE RABBIT HOLE,Queens,3804,BROADWAY,11103,9176584893,American,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18,N
50139425,Bar56,Brooklyn,53,WATER STREET,11201,7187014956,American,8/30/23,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,A
50131509,CENTURION,Manhattan,1,VANDERBILT AVE,10017,6465197096,French,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A
50138006,COMFORT INN,Manhattan,548,WEST   48 STREET,10036,2125860400,Other,8/30/23,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,41,N
40601006,LA BRUSCHETTA,Brooklyn,256,7 AVENUE,11215,7184994994,Pizza,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23,
50130399,PEP BAKEHOUSE & COFFEE SHOP,Brooklyn,475,5 AVENUE,11215,3472278842,Coffee/Tea,8/30/23,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,Z
50139117,MARINARA PIZZA,Manhattan,2578,BROADWAY,10025,6469490995,Pizza,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,N
50085632,TAQUERIA SINALOENSE,Bronx,113,W 225TH ST,10463,9172614146,Mexican,8/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A
50123182,SABOR PERUANO IV,Queens,9028,43RD AVE,11373,9178326855,Peruvian,8/30/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,27,Z
50127838,PAPA JOHNS PIZZA,Staten Island,2175,HYLAN BOULEVARD,10306,9173026461,Pizza,8/30/23,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,
50127996,AVO TACO,Queens,21297,26TH AVE,11360,6317144436,Tex-Mex,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,21,N
40763376,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,918B,FULTON STREET,11238,7187891833,Caribbean,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,
40397439,BEN'S KOSHER DELI & RESTAURANT,Queens,211-37,26 AVENUE,11360,7182292367,Jewish/Kosher,8/30/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,8,A
50133225,MINT MASALA,Manhattan,95,MACDOUGAL STREET,10012,2127772888,Indian,8/30/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,32,N
50139802,APPLEJADE ASIAN,Brooklyn,329,FLATBUSH AVENUE,11217,7186381995,Asian/Asian Fusion,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19,N
50070336,BLACK FOREST BROOKLYN,Brooklyn,181,SMITH STREET,11201,7185221806,German,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
50124278,POTLUCK CLUB,Manhattan,133,CHRYSTIE STREET,10002,6465065715,Asian/Asian Fusion,8/30/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,64,N
50120624,KOUZAN,Manhattan,685,AMSTERDAM AVENUE,10025,3478225817,Japanese,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,32,N
50119459,HERE BK,Brooklyn,26,BUSHWICK AVENUE,11211,7188648473,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,22,N
50120806,JEN'S FRENCH TOAST,Bronx,607,EAST  169 STREET,10456,9174284020,Spanish,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
50124279,CHIHIRO TEA,Manhattan,552,LAGUARDIA PLACE,10012,6463794818,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,68,N
50133551,PURPLE  DOUGH,Queens,6304,39TH AVE,11377,6467262187,Bakery Products/Desserts,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
50137578,CHAMA MAMA,Brooklyn,121,MONTAGUE STREET,11201,3476852725,Eastern European,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A
50138006,COMFORT INN,Manhattan,548,WEST   48 STREET,10036,2125860400,Other,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,N
50044691,JOY KITCHEN,Brooklyn,497,7 AVENUE,11215,7189652874,Chinese,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,35,
50138990,SPY C CUISINE,Queens,7206,AUSTIN ST,11375,7182630357,Chinese,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,57,N
50111348,POETICA COFFEE,Brooklyn,529,ATLANTIC AVENUE,11217,9177975131,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A
50052857,AL-AQSA RESTAURANT,Bronx,2109,STARLING AVENUE,10462,7189047061,Bangladeshi,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,40,Z
50127838,PAPA JOHNS PIZZA,Staten Island,2175,HYLAN BOULEVARD,10306,9173026461,Pizza,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,Z
50100688,NACHO MACHO TACOS,Brooklyn,417,PROSPECT PLACE,11238,7186222727,Tex-Mex,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,24,
50138197,EXPRESS FORDHAM FRIED SEAFOOD,Bronx,161,EAST  188 STREET,10468,9175622040,Seafood,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35,N
50044691,JOY KITCHEN,Brooklyn,497,7 AVENUE,11215,7189652874,Chinese,8/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,35,
50138990,SPY C CUISINE,Queens,7206,AUSTIN ST,11375,7182630357,Chinese,8/30/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,57,N
50134792,J FLAVA'S,Bronx,746,LYDIG AVENUE,10462,7186844121,Caribbean,8/30/23,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,27,Z
50138006,COMFORT INN,Manhattan,548,WEST   48 STREET,10036,2125860400,Other,8/30/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,41,N
50134792,J FLAVA'S,Bronx,746,LYDIG AVENUE,10462,7186844121,Caribbean,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,27,Z
50120624,KOUZAN,Manhattan,685,AMSTERDAM AVENUE,10025,3478225817,Japanese,8/30/23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,32,N
50126875,PINK NORI,Queens,3606,30TH AVE,11103,7186852365,Seafood,8/30/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,N
50133225,MINT MASALA,Manhattan,95,MACDOUGAL STREET,10012,2127772888,Indian,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,32,N
50127236,DON CHINGRI RESTAURANT,Queens,3078,STEINWAY ST,11103,7169023430,Thai,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,21,N
50041835,DAWA'S,Queens,5118,SKILLMAN AVE,11377,7188998629,Asian/Asian Fusion,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,25,Z
50124279,CHIHIRO TEA,Manhattan,552,LAGUARDIA PLACE,10012,6463794818,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,68,N
50138990,SPY C CUISINE,Queens,7206,AUSTIN ST,11375,7182630357,Chinese,8/30/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,57,N
50139117,MARINARA PIZZA,Manhattan,2578,BROADWAY,10025,6469490995,Pizza,8/30/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,40,N
50138197,EXPRESS FORDHAM FRIED SEAFOOD,Bronx,161,EAST  188 STREET,10468,9175622040,Seafood,8/30/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,35,N
50123182,SABOR PERUANO IV,Queens,9028,43RD AVE,11373,9178326855,Peruvian,8/30/23,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,27,Z
50139117,MARINARA PIZZA,Manhattan,2578,BROADWAY,10025,6469490995,Pizza,8/30/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,40,N
50129312,THE MONSTER CRAB,Queens,21135,26TH AVE,11360,9176072330,Seafood,8/30/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,42,N
50105561,DAVIDOVICH BAKERY,Manhattan,79,CLINTON STREET,10002,6465595558,Bakery Products/Desserts,8/30/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,Z
50135011,EL PATRON STEAK HOUSE TAQUERIA,Queens,10802,NORTHERN BLVD,11368,7182556098,Steakhouse,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A
50052857,AL-AQSA RESTAURANT,Bronx,2109,STARLING AVENUE,10462,7189047061,Bangladeshi,8/30/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,40,Z
50133551,PURPLE  DOUGH,Queens,6304,39TH AVE,11377,6467262187,Bakery Products/Desserts,8/30/23,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,9,A
50127838,PAPA JOHNS PIZZA,Staten Island,2175,HYLAN BOULEVARD,10306,9173026461,Pizza,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,32,Z
50129312,THE MONSTER CRAB,Queens,21135,26TH AVE,11360,9176072330,Seafood,8/30/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,42,N
50121788,HERO SHOP,Brooklyn,1211,MCDONALD AVENUE,11230,7183385472,Sandwiches/Salads/Mixed Buffet,8/30/23,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,Z
50136331,KOLKATA CHAI CO,Manhattan,60,KENMARE STREET,10012,6178777353,Indian,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A
50128943,PHO AOB,Manhattan,1003A,COLUMBUS AVE,10025,6468337276,Thai,8/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2,A
50130649,MAD MAN ESPRESSO,Manhattan,141,EAST   44 STREET,10017,6467081111,American,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,51,N
50127236,DON CHINGRI RESTAURANT,Queens,3078,STEINWAY ST,11103,7169023430,Thai,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,N
50126641,BOURKE STREET BAKERY,Manhattan,89,EAST   42 STREET,10017,7189749750,Bakery Products/Desserts,8/30/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A
50138197,EXPRESS FORDHAM FRIED SEAFOOD,Bronx,161,EAST  188 STREET,10468,9175622040,Seafood,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,35,N
50002594,STARBUCKS,Brooklyn,395,FLATBUSH AVENUE,11238,7188588070,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
50044691,JOY KITCHEN,Brooklyn,497,7 AVENUE,11215,7189652874,Chinese,8/30/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,35,
50104936,ALIGN COFFEE,Brooklyn,319,HOOPER STREET,11211,6313393995,Coffee/Tea,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A
50105561,DAVIDOVICH BAKERY,Manhattan,79,CLINTON STREET,10002,6465595558,Bakery Products/Desserts,8/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,25,Z
50126875,PINK NORI,Queens,3606,30TH AVE,11103,7186852365,Seafood,8/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,17,N
