CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
41155285,EL REY II RESTAURANT,Brooklyn,1064,LIBERTY AVENUE,11208,7182355522,Latin American,8/27/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.67827587,-73.86992507,305,37,119000,3094318,3041980014,BK83,
41253085,H & L BAGEL,Brooklyn,8818,3 AVENUE,11209,7187486626,Bagels/Pretzels,8/27/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.62185497,-74.03172836,310,43,006000,3154022,3060610043,BK31,
50132509,SATORI BURGERS,Queens,9113,31ST AVE,11369,6318368901,Latin American,8/27/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.76013596,-73.87744971,403,22,035100,4033590,4013890028,QN28,
50138922,XINGYUE EATERY,Queens,14952,41ST AVE,11355,9293007288,Chinese,8/27/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,31,,,9/5/25,Cycle Inspection / Initial Inspection,40.76243113,-73.81447149,407,20,116700,4114896,4050560025,QN51,
50139024,KIKU ASIAN BISTRO,Brooklyn,2,LINCOLN PLACE,11217,7186383366,Japanese,8/27/25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,34,,,9/5/25,Cycle Inspection / Initial Inspection,40.67751888,-73.97922662,306,39,013100,3019590,3009500009,BK37,
50128247,POKE BURRITO ASTORIA,Queens,3707,30TH AVE,11103,9293280041,Hawaiian,8/27/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,34,,,9/5/25,Cycle Inspection / Initial Inspection,40.76457081,-73.91642921,401,22,006502,4010732,4006610046,QN70,
50108174,Jet's Pizza,Manhattan,1165,2 AVENUE,10065,3122590369,Pizza,8/27/25,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,9,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.76207568,-73.96327717,108,04,011000,1043795,1014160023,MN31,
50005527,CHO-KO RESTAURANT,Manhattan,59,1 AVENUE,10003,2123880885,Japanese,8/27/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.7249744,-73.98721029,103,02,003800,1006178,1004450032,MN22,
50079614,MACOLETTA,Queens,2815,24TH AVE,11102,7187774992,Pizza,8/27/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,59,,,9/5/25,Cycle Inspection / Initial Inspection,40.77335163,-73.91689472,401,22,011500,4017574,4008430076,QN72,
41409441,GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013,2122261886,Bakery Products/Desserts,8/27/25,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,8/27/25,9/5/25,Cycle Inspection / Reopening Inspection,40.71868131,-73.99664505,102,01,004100,1079581,1002370019,MN24,
41418978,BAGEL EXPRESS III,Manhattan,340,3 AVENUE,10010,2122134700,Bagels/Pretzels,8/27/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,58,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.74020442,-73.98215526,106,02,006800,1018109,1008810040,MN21,
50171135,CAFE BRONCO,Bronx,2155,UNIVERSITY AVENUE,10453,2125821629,Coffee/Tea,8/27/25,Violations were cited in the following area(s).,15-37,Workplace SFAA policy not prominently posted in workplace.,Not Applicable,,,,9/5/25,Smoke-Free Air Act / Initial Inspection,40.85738754,-73.90969663,205,14,024900,2100248,2032220062,BX36,
50175365,SUBWAY,Brooklyn,273,UTICA AVENUE,11213,6463990754,American,8/27/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,8/27/25,9/5/25,Pre-permit (Operational) / Initial Inspection,40.66922453,-73.93106923,308,41,034900,3037346,3013910001,BK61,
50068990,MCDONALD'S,Brooklyn,840,ATLANTIC AVENUE,11238,7187835466,Hamburgers,8/27/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.68170737,-73.96731645,308,35,020300,3424825,3011220001,BK64,
40756606,BERGEN BAGELS,Brooklyn,473,BERGEN STREET,11217,7187897600,Bagels/Pretzels,8/27/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.68081174,-73.97486664,306,35,012902,3027808,3011350035,BK37,
50111584,TIANXIA ASIAN CUISINE,Queens,5908A,MAIN ST,11355,9172506848,Chinese,8/27/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,67,,,9/5/25,Cycle Inspection / Re-inspection,40.74371016,-73.82566071,407,20,080301,4439946,4063810033,QN62,
50049996,LENA'S ITALIAN KITCHEN,Manhattan,551,2 AVENUE,10016,6468465362,Italian,8/27/25,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.74252841,-73.97747406,106,02,007000,1019957,1009110033,MN20,
41418978,BAGEL EXPRESS III,Manhattan,340,3 AVENUE,10010,2122134700,Bagels/Pretzels,8/27/25,Violations were cited in the following area(s).,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",Not Critical,,,,9/5/25,Administrative Miscellaneous / Re-inspection,40.74020442,-73.98215526,106,02,006800,1018109,1008810040,MN21,
50072800,ROCHDALE CHICKEN AND FISH,Queens,11829,GUY R BREWER BLVD,11434,7185937674,Chicken,8/27/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,9/5/25,Cycle Inspection / Initial Inspection,40.68294068,-73.78222559,412,27,028400,4267633,4123540005,QN76,
50167806,MANGO MANGO,Queens,4743,VERNON BLVD,11101,6462679219,Fruits/Vegetables,8/27/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,8/27/25,9/5/25,Pre-permit (Operational) / Re-inspection,40.74458251,-73.95346708,402,26,000700,4000266,4000450002,QN31,
41604933,RYAN'S DAUGHTER CAFE,Manhattan,350,EAST   85 STREET,10028,2126282613,Irish,8/27/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.77667322,-73.9510435,108,05,014601,1049969,1015470031,MN32,
50108701,GRAND CANYON BISTRO,Brooklyn,300,SCHERMERHORN STREET,11217,9175157175,American,8/27/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,50,,,9/5/25,Cycle Inspection / Re-inspection,40.68757628,-73.98249031,302,33,004100,3420391,3001720024,BK38,
50111245,CROSBY PIZZA STOP,Bronx,1731,CROSBY AVENUE,10461,7188238980,Pizza,8/27/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.84591715,-73.83155799,210,13,026602,2046098,2041690025,BX10,
50133544,T-SWIRL CREPE,Brooklyn,77,5 AVENUE,11217,9177038886,Japanese,8/27/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.6803814,-73.97775111,306,39,012902,3018697,3009350001,BK37,
50171238,SUSHI & SIPS CAFE @ STUDENT UNION BUILDING,Queens,22205,56TH AVE,11364,3472339724,Asian/Asian Fusion,8/27/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33,N,,9/5/25,Pre-permit (Non-operational) / Re-inspection,40.75392371,-73.75646694,411,23,138501,4439440,4074900002,QN42,
50118036,BUND DUMPLING HOUSE,Queens,2508,BROADWAY,11106,7189715465,Chinese,8/27/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,55,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.76329699,-73.92821353,401,22,005300,4007156,4005800020,QN70,
41038600,LIBERTY PIZZA,Brooklyn,482,MYRTLE AVENUE,11205,7187890600,Pizza,8/27/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,,,9/5/25,Cycle Inspection / Initial Inspection,40.69340523,-73.96605217,302,35,019500,3054867,3019040033,BK69,
50108876,BOBO'S CRAB SHACK,Bronx,2450,GRAND CONCOURSE,10458,9176051616,Seafood,8/27/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.8611132,-73.89784805,205,15,023702,2013592,2031520069,BX05,
50128581,NOODLE PUDDING,Brooklyn,38,HENRY STREET,11201,2014101296,Italian,8/27/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,40,,,9/5/25,Cycle Inspection / Initial Inspection,40.69976412,-73.99190353,302,33,000100,3001601,3002160028,BK09,
50108174,Jet's Pizza,Manhattan,1165,2 AVENUE,10065,3122590369,Pizza,8/27/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.76207568,-73.96327717,108,04,011000,1043795,1014160023,MN31,
41477434,LITTLE CAESARS,Bronx,4,WEST MOUNT EDEN AVENUE,10452,3475909888,Pizza,8/27/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,25,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.84441995,-73.91496952,204,16,020900,2008329,2028590044,BX63,
50121502,XING SHENG,Bronx,115,FEATHERBED LANE,10452,7182992336,Chinese,8/27/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,34,,,9/5/25,Cycle Inspection / Initial Inspection,40.84615465,-73.91880219,205,14,021502,2008815,2028760051,BX36,
41696014,NOISETTE,Queens,2421,STEINWAY STREET,11103,7184406450,French,8/27/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,63,,,9/5/25,Cycle Inspection / Initial Inspection,40.76860163,-73.91113159,401,22,014100,4011502,4006860008,QN70,
50149716,YAYA TEA GRAMERCY,Manhattan,284,3 AVENUE,10010,9172614676,Japanese,8/27/25,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,41,N,,9/5/25,Cycle Inspection / Initial Inspection,40.73831623,-73.98353062,106,02,006800,1018020,1008780036,MN21,
50136802,"HERITAGE GRAND BAKERY, RESTAURANT & PIZZA BAR",Manhattan,8,WEST   40 STREET,10018,9172096177,Mediterranean,8/27/25,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,31,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.75237746,-73.98228914,105,04,008400,1016048,1008410054,MN17,
50110305,NATURAL BLEND VEGETARIAN CAFE & JUICE,Brooklyn,767,WASHINGTON AVENUE,11238,3479967360,Vegan,8/27/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,27,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.6738807,-73.96299786,308,35,021500,3029427,3011740004,BK64,
50139024,KIKU ASIAN BISTRO,Brooklyn,2,LINCOLN PLACE,11217,7186383366,Japanese,8/27/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,34,,,9/5/25,Cycle Inspection / Initial Inspection,40.67751888,-73.97922662,306,39,013100,3019590,3009500009,BK37,
50145409,WING STOP,Brooklyn,240,FLATBUSH AVENUE,11217,3475990331,Chicken,8/27/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.68039177,-73.9748019,306,39,012902,3018610,3009330042,BK37,
50107477,THE CHICKEN SHACK,Queens,3619,BROADWAY,11106,7187213035,Chicken,8/27/25,Establishment re-closed by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,9/5/25,Cycle Inspection / Reopening Inspection,40.75991344,-73.92099054,401,22,006100,4009833,4006490001,QN70,
50139627,RAISING CANE'S 980,Brooklyn,1523,KINGS HIGHWAY,11229,7187499071,Chicken,8/27/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.60899773,-73.9577109,315,48,055200,3182447,3067780100,BK44,
50115478,EL ZASON,Brooklyn,491,ATLANTIC AVENUE,11217,7186832217,Mexican,8/27/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,38,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.68564106,-73.98151008,302,33,003900,3000760,3001790045,BK38,
50057202,WETZEL'S PRETZELS,Brooklyn,139,FLATBUSH AVENUE,11217,7183983200,Hotdogs/Pretzels,8/27/25,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,8/27/25,9/5/25,Cycle Inspection / Initial Inspection,40.68442994,-73.97772452,302,35,003500,3348849,3020017501,BK68,
50078793,BARZOLA,Queens,3301,BROADWAY,11106,7189563012,Latin American,8/27/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.76116961,-73.92366028,401,22,006100,4008876,4006230008,QN70,
50171135,CAFE BRONCO,Bronx,2155,UNIVERSITY AVENUE,10453,2125821629,Coffee/Tea,8/27/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,37,N,,9/5/25,Pre-permit (Operational) / Initial Inspection,40.85738754,-73.90969663,205,14,024900,2100248,2032220062,BX36,
50167999,atomic wings,Brooklyn,438,UTICA AVENUE,11213,2252490847,Middle Eastern,8/27/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,35,N,,9/5/25,Pre-permit (Operational) / Initial Inspection,40.66366942,-73.93160845,309,41,035500,3330715,3014240043,BK63,
50079614,MACOLETTA,Queens,2815,24TH AVE,11102,7187774992,Pizza,8/27/25,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",Critical,59,,,9/5/25,Cycle Inspection / Initial Inspection,40.77335163,-73.91689472,401,22,011500,4017574,4008430076,QN72,
50062458,NY BAKERY CAFE,Queens,3206,30TH AVE,11102,7182671010,Bakery Products/Desserts,8/27/25,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.76643735,-73.92043404,401,22,006300,4008550,4006160035,QN70,
50107477,THE CHICKEN SHACK,Queens,3619,BROADWAY,11106,7187213035,Chicken,8/27/25,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,,,9/5/25,Cycle Inspection / Reopening Inspection,40.75991344,-73.92099054,401,22,006100,4009833,4006490001,QN70,
50108876,BOBO'S CRAB SHACK,Bronx,2450,GRAND CONCOURSE,10458,9176051616,Seafood,8/27/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.8611132,-73.89784805,205,15,023702,2013592,2031520069,BX05,
50129502,8-BIT BITES,Brooklyn,113,COURT STREET,11201,3473842336,American,8/27/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,39,,,9/5/25,Cycle Inspection / Initial Inspection,40.6905856,-73.99192268,302,33,000900,3339392,3002710020,BK09,
50143569,CAFE JULIET,Staten Island,1883,VICTORY BOULEVARD,10314,6468989596,Coffee/Tea,8/27/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.61279751,-74.12655762,501,50,015100,5010512,5003730023,SI07,
41290548,STARBUCKS,Manhattan,14,WEST   23 STREET,10010,2123672050,Coffee/Tea,8/27/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,30,,,9/5/25,Cycle Inspection / Initial Inspection,40.74185775,-73.99034664,105,03,005800,1015568,1008240047,MN13,
50115478,EL ZASON,Brooklyn,491,ATLANTIC AVENUE,11217,7186832217,Mexican,8/27/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,38,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.68564106,-73.98151008,302,33,003900,3000760,3001790045,BK38,
50079614,MACOLETTA,Queens,2815,24TH AVE,11102,7187774992,Pizza,8/27/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,59,,,9/5/25,Cycle Inspection / Initial Inspection,40.77335163,-73.91689472,401,22,011500,4017574,4008430076,QN72,
50113339,THE MOST HIGH,Brooklyn,820A,WASHINGTON AVE,11238,9178538777,Coffee/Tea,8/27/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,Z,8/27/25,9/5/25,Cycle Inspection / Re-inspection,40.67338662,-73.96292603,308,35,021500,,3,BK64,
